DateKey,Date,Year,Quarter,QuarterNumber,Month,MonthNumber,MonthShort,Week,DayOfWeek,DayOfMonth,IsWeekend,FiscalYear,FiscalQuarter,YearMonth
20251027,2025-10-27,2025,Q4,4,October,10,Oct,44,Monday,27,0,FY2025,FQ1,2025-10
20251028,2025-10-28,2025,Q4,4,October,10,Oct,44,Tuesday,28,0,FY2025,FQ1,2025-10
20251029,2025-10-29,2025,Q4,4,October,10,Oct,44,Wednesday,29,0,FY2025,FQ1,2025-10
20251030,2025-10-30,2025,Q4,4,October,10,Oct,44,Thursday,30,0,FY2025,FQ1,2025-10
20251031,2025-10-31,2025,Q4,4,October,10,Oct,44,Friday,31,0,FY2025,FQ1,2025-10
20251101,2025-11-01,2025,Q4,4,November,11,Nov,44,Saturday,1,1,FY2025,FQ1,2025-11
20251102,2025-11-02,2025,Q4,4,November,11,Nov,44,Sunday,2,1,FY2025,FQ1,2025-11
20251103,2025-11-03,2025,Q4,4,November,11,Nov,45,Monday,3,0,FY2025,FQ1,2025-11
20251104,2025-11-04,2025,Q4,4,November,11,Nov,45,Tuesday,4,0,FY2025,FQ1,2025-11
20251105,2025-11-05,2025,Q4,4,November,11,Nov,45,Wednesday,5,0,FY2025,FQ1,2025-11
20251106,2025-11-06,2025,Q4,4,November,11,Nov,45,Thursday,6,0,FY2025,FQ1,2025-11
20251107,2025-11-07,2025,Q4,4,November,11,Nov,45,Friday,7,0,FY2025,FQ1,2025-11
20251108,2025-11-08,2025,Q4,4,November,11,Nov,45,Saturday,8,1,FY2025,FQ1,2025-11
20251109,2025-11-09,2025,Q4,4,November,11,Nov,45,Sunday,9,1,FY2025,FQ1,2025-11
20251110,2025-11-10,2025,Q4,4,November,11,Nov,46,Monday,10,0,FY2025,FQ1,2025-11
20251111,2025-11-11,2025,Q4,4,November,11,Nov,46,Tuesday,11,0,FY2025,FQ1,2025-11
20251112,2025-11-12,2025,Q4,4,November,11,Nov,46,Wednesday,12,0,FY2025,FQ1,2025-11
20251113,2025-11-13,2025,Q4,4,November,11,Nov,46,Thursday,13,0,FY2025,FQ1,2025-11
20251114,2025-11-14,2025,Q4,4,November,11,Nov,46,Friday,14,0,FY2025,FQ1,2025-11
20251115,2025-11-15,2025,Q4,4,November,11,Nov,46,Saturday,15,1,FY2025,FQ1,2025-11
20251116,2025-11-16,2025,Q4,4,November,11,Nov,46,Sunday,16,1,FY2025,FQ1,2025-11
20251117,2025-11-17,2025,Q4,4,November,11,Nov,47,Monday,17,0,FY2025,FQ1,2025-11
20251118,2025-11-18,2025,Q4,4,November,11,Nov,47,Tuesday,18,0,FY2025,FQ1,2025-11
20251119,2025-11-19,2025,Q4,4,November,11,Nov,47,Wednesday,19,0,FY2025,FQ1,2025-11
20251120,2025-11-20,2025,Q4,4,November,11,Nov,47,Thursday,20,0,FY2025,FQ1,2025-11
20251121,2025-11-21,2025,Q4,4,November,11,Nov,47,Friday,21,0,FY2025,FQ1,2025-11
20251122,2025-11-22,2025,Q4,4,November,11,Nov,47,Saturday,22,1,FY2025,FQ1,2025-11
20251123,2025-11-23,2025,Q4,4,November,11,Nov,47,Sunday,23,1,FY2025,FQ1,2025-11
20251124,2025-11-24,2025,Q4,4,November,11,Nov,48,Monday,24,0,FY2025,FQ1,2025-11
20251125,2025-11-25,2025,Q4,4,November,11,Nov,48,Tuesday,25,0,FY2025,FQ1,2025-11
20251126,2025-11-26,2025,Q4,4,November,11,Nov,48,Wednesday,26,0,FY2025,FQ1,2025-11
20251127,2025-11-27,2025,Q4,4,November,11,Nov,48,Thursday,27,0,FY2025,FQ1,2025-11
20251128,2025-11-28,2025,Q4,4,November,11,Nov,48,Friday,28,0,FY2025,FQ1,2025-11
20251129,2025-11-29,2025,Q4,4,November,11,Nov,48,Saturday,29,1,FY2025,FQ1,2025-11
20251130,2025-11-30,2025,Q4,4,November,11,Nov,48,Sunday,30,1,FY2025,FQ1,2025-11
20251201,2025-12-01,2025,Q4,4,December,12,Dec,49,Monday,1,0,FY2025,FQ1,2025-12
20251202,2025-12-02,2025,Q4,4,December,12,Dec,49,Tuesday,2,0,FY2025,FQ1,2025-12
20251203,2025-12-03,2025,Q4,4,December,12,Dec,49,Wednesday,3,0,FY2025,FQ1,2025-12
20251204,2025-12-04,2025,Q4,4,December,12,Dec,49,Thursday,4,0,FY2025,FQ1,2025-12
20251205,2025-12-05,2025,Q4,4,December,12,Dec,49,Friday,5,0,FY2025,FQ1,2025-12
20251206,2025-12-06,2025,Q4,4,December,12,Dec,49,Saturday,6,1,FY2025,FQ1,2025-12
20251207,2025-12-07,2025,Q4,4,December,12,Dec,49,Sunday,7,1,FY2025,FQ1,2025-12
20251208,2025-12-08,2025,Q4,4,December,12,Dec,50,Monday,8,0,FY2025,FQ1,2025-12
20251209,2025-12-09,2025,Q4,4,December,12,Dec,50,Tuesday,9,0,FY2025,FQ1,2025-12
20251210,2025-12-10,2025,Q4,4,December,12,Dec,50,Wednesday,10,0,FY2025,FQ1,2025-12
20251211,2025-12-11,2025,Q4,4,December,12,Dec,50,Thursday,11,0,FY2025,FQ1,2025-12
20251212,2025-12-12,2025,Q4,4,December,12,Dec,50,Friday,12,0,FY2025,FQ1,2025-12
20251213,2025-12-13,2025,Q4,4,December,12,Dec,50,Saturday,13,1,FY2025,FQ1,2025-12
20251214,2025-12-14,2025,Q4,4,December,12,Dec,50,Sunday,14,1,FY2025,FQ1,2025-12
20251215,2025-12-15,2025,Q4,4,December,12,Dec,51,Monday,15,0,FY2025,FQ1,2025-12
20251216,2025-12-16,2025,Q4,4,December,12,Dec,51,Tuesday,16,0,FY2025,FQ1,2025-12
20251217,2025-12-17,2025,Q4,4,December,12,Dec,51,Wednesday,17,0,FY2025,FQ1,2025-12
20251218,2025-12-18,2025,Q4,4,December,12,Dec,51,Thursday,18,0,FY2025,FQ1,2025-12
20251219,2025-12-19,2025,Q4,4,December,12,Dec,51,Friday,19,0,FY2025,FQ1,2025-12
20251220,2025-12-20,2025,Q4,4,December,12,Dec,51,Saturday,20,1,FY2025,FQ1,2025-12
20251221,2025-12-21,2025,Q4,4,December,12,Dec,51,Sunday,21,1,FY2025,FQ1,2025-12
20251222,2025-12-22,2025,Q4,4,December,12,Dec,52,Monday,22,0,FY2025,FQ1,2025-12
20251223,2025-12-23,2025,Q4,4,December,12,Dec,52,Tuesday,23,0,FY2025,FQ1,2025-12
20251224,2025-12-24,2025,Q4,4,December,12,Dec,52,Wednesday,24,0,FY2025,FQ1,2025-12
20251225,2025-12-25,2025,Q4,4,December,12,Dec,52,Thursday,25,0,FY2025,FQ1,2025-12
20251226,2025-12-26,2025,Q4,4,December,12,Dec,52,Friday,26,0,FY2025,FQ1,2025-12
20251227,2025-12-27,2025,Q4,4,December,12,Dec,52,Saturday,27,1,FY2025,FQ1,2025-12
20251228,2025-12-28,2025,Q4,4,December,12,Dec,52,Sunday,28,1,FY2025,FQ1,2025-12
20251229,2025-12-29,2025,Q4,4,December,12,Dec,1,Monday,29,0,FY2025,FQ1,2025-12
20251230,2025-12-30,2025,Q4,4,December,12,Dec,1,Tuesday,30,0,FY2025,FQ1,2025-12
20251231,2025-12-31,2025,Q4,4,December,12,Dec,1,Wednesday,31,0,FY2025,FQ1,2025-12
